,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Anschlussleistung,Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Max,amenity=restaurant,amenity=place_of_worship,amenity=cafe,amenity=fast_food,amenity=vending_machine,amenity=bar,amenity=library,amenity=marketplace,amenity=theatre,amenity=ice_cream,amenity=cinema,amenity=bbq,amenity=arts_centre,amenity=nightclub,amenity=public_bookcase,amenity=internet_cafe,amenity=food_court,amenity=biergarten,amenity=brothel,amenity=pub,museum,tourism
23743,ALDI SÜD,Rhöndorfer Straße,2,,50939,Köln,Nordrhein-Westfalen,Kreisfreie Stadt Köln,50.917833,6.936472,2021-11-17 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23791,ALDI SÜD,Poller Kirchweg,76,,51105,Köln-Poll,Nordrhein-Westfalen,Kreisfreie Stadt Köln,50.917817,6.984346,2020-07-09 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23882,ALDI SÜD,Hafelsstraße,249,,47809,Krefeld,Nordrhein-Westfalen,Kreisfreie Stadt Krefeld,51.323972,6.60675,2021-02-24 00:00:00,100,Schnellladeeinrichtung,3,DC Kupplung Combo,100.0,,DC Kupplung Combo,100.0,,AC Steckdose Typ 2,22.0,,,,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23902,ALDI SÜD,Syltstraße,12,,51377,Leverkusen,Nordrhein-Westfalen,Kreisfreie Stadt Leverkusen,51.033611,7.010778,2021-11-23 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23903,ALDI SÜD,Bonner Straße,2c,,51379,Leverkusen,Nordrhein-Westfalen,Kreisfreie Stadt Leverkusen,51.067417,6.990194,2021-11-23 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23935,Pfalzwerke AG,Künkelstraße,0,,41063,Mönchen-gladbach,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach,51.208921,6.457274,2021-12-01 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23937,ALDI SÜD,Hofstraße,126,,41065,Mönchengladbach,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach,51.185222,6.451861,2021-07-07 00:00:00,100,Schnellladeeinrichtung,3,DC Kupplung Combo,100.0,,DC Kupplung Combo,100.0,,AC Steckdose Typ 2,22.0,,,,,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23938,EnBW mobility+ AG und Co.KG ,Rheydter Str.,180,,41065,Mönchengladbach,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach,51.183933,6.44039,2020-09-07 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23942,Comfortcharge GmbH,Pescher Str,187,,41065,Mönchengladbach,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach,51.194251,6.453998,2020-09-25 00:00:00,100,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",100.0,,AC Kupplung Typ 2,22.0,,,22.0,,,,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23956,ALDI SÜD,Stapperweg,10,,41199,Mönchengladbach,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach,51.138167,6.444333,2021-12-08 00:00:00,140,Schnellladeeinrichtung,3,DC Kupplung Combo,140.0,,DC Kupplung Combo,140.0,,AC Steckdose Typ 2,22.0,,,,,140.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23957,Pfalzwerke AG,Reststrauch,0,,41199,Mönchengladbach,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach,51.141895,6.424812,2021-09-23 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23960,ALDI SÜD,Odenkirchener Straße,300,,41236,Mönchengladbach,Nordrhein-Westfalen,Kreisfreie Stadt Mönchengladbach,51.154583,6.450583,2021-03-04 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23982,ALDI SÜD,Mannesmannallee,32-34,,45475,Mülheim an der Ruhr,Nordrhein-Westfalen,Kreisfreie Stadt Mülheim an der Ruhr,51.457306,6.882139,2021-08-02 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23986,EnBW mobility+ AG und Co.KG ,Weseler Straße ,28-40,,45478,Mülheim an der Ruhr,Nordrhein-Westfalen,Kreisfreie Stadt Mülheim an der Ruhr,51.43097,6.86094,2021-10-28 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23990,EnBW mobility+ AG und Co.KG ,Weseler Straße ,28-40,,45479,Mülheim an der Ruhr,Nordrhein-Westfalen,Kreisfreie Stadt Mülheim an der Ruhr,51.43097,6.86094,2021-10-28 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23993,Comfortcharge GmbH,Lehnerstr,57,,45481,Mülheim an der Ruhr,Nordrhein-Westfalen,Kreisfreie Stadt Mülheim an der Ruhr,51.40234,6.8694,2020-01-25 00:00:00,100,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",100.0,,AC Kupplung Typ 2,22.0,,,22.0,,,,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24005,BP Europa SE,Steinfurter Straße,1-3,,48149,Münster,Nordrhein-Westfalen,Kreisfreie Stadt Münster,51.96862,7.61363,2021-11-18 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24006,BP Europa SE,Steinfurter Straße,1-3,,48149,Münster,Nordrhein-Westfalen,Kreisfreie Stadt Münster,51.9686,7.61363,2021-11-18 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24019,Stadtwerke Münster GmbH,Kiesekamps Mühle,1,,48155,Münster,Nordrhein-Westfalen,Kreisfreie Stadt Münster,51.949327,7.641078,2019-10-29 00:00:00,150,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24030,Citywatt GmbH,Handorfer Straße,105,,48157,Münster,Nordrhein-Westfalen,Kreisfreie Stadt Münster,51.978724773125,7.70526230335235,2021-10-29 00:00:00,300,Schnellladeeinrichtung,3,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004AD2F480640853B20BF796C7A95185B43C849F1E6D32E802AB351EF9940CC358D688D8F2F8EA4E85A344106E8808A128B371DF3241BE9AD5102DC836BCA2CADC4,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A034200046F5559454B0A824820FB034E2C1F563876BEAFB8467241CF90C1282351FBB012CBBFA199C84BA7D674CFDBE0B09E96679E2DF0889BC87C3A1BF7E9E0CBB082F8,AC Steckdose Typ 2,22.0,3056301006072A8648CE3D020106052B8104000A03420004D7D86E175B32B2330234C348D4B7D5C8B4CBA39AB24F5C66C05A637C6CEB3253DAF8339E3174888BBD5D04B3CE0BD94BCBECAFA9810AE9E1DF539C21D1DAE2E1,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24031,Citywatt GmbH,Handorfer Straße,105,,48157,Münster,Nordrhein-Westfalen,Kreisfreie Stadt Münster,51.9787412942967,7.70531594753265,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004B12ACAE7EC77FCEFCCC6ECF48386CF4758322F8C5158C523A07B1C2EAC2FD6B1F25F2CCE673AB63C3BE3135615140BACC7D6F7B0171EECB35AD1BBF9E5A3F677,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A034200044232DD776A69461BEFA5EDF34A8DE68F34B07E8E75D52CE90BA9F69148B087D266183935BABE6D8E391D028C5F9579E846672F5E69E77575FE0C565A7692AE8F,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24032,Citywatt GmbH,Handorfer Straße,105,,48157,Münster,Nordrhein-Westfalen,Kreisfreie Stadt Münster,51.9787479027637,7.70540177822113,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A0342000495A73EC33080F932792F014C3F2C36FDD745FEBCC3D65440211B883478BA1B771B5634B74338BB17306BE53DA21BBCD32CE20F5658103D3935151244529BCFFB,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A0342000427D9D9E8835C80E7C6FB31034C3B6862F262CFFDB0950A26A91DDF49A8A30CC47201C32B57F467EE1957B6233FEA91698F4F6D74F6A2FB7EF2700F7612E80C7B,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24033,Citywatt GmbH,Handorfer Straße,105,,48157,Münster,Nordrhein-Westfalen,Kreisfreie Stadt Münster,51.9787611196947,7.70549833774566,2021-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004BF0D9CD614D5585A7DAB95A5FF0F61EF2AE4EE30094082FA16615BBE1D032A8A1D8C91B51627D733F3AAE7CE7D98FE8F13AF9E9602F6735E729B8B3FE378CEA4,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A0342000484C7C017625EE6185FFE6D318FFBCDEE8F12CB5320D7B14683101054AA71B6662428F2E555350B8166F5975FA9F3133DA12430F673F876BF5785EFCCCA97DEC6,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24034,Citywatt GmbH,Handorfer Straße,105,,48157,Münster,Nordrhein-Westfalen,Kreisfreie Stadt Münster,51.9787644239269,7.70558953285217,2021-10-29 00:00:00,300,Schnellladeeinrichtung,3,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004E32D678A9792141BABAE32C01ECC2D980E7AEBB13376B0FB760ABBB406D8AA56A583E3919D85145DB05A5C5175C8814CD1AFB93D3FC1A9A636A8957BDE30F952,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004319A29BEACCA8CC93DEF8D7D7C9BB27CB349983258ADC7659283190357EEF4B646AF5EB15B5315824E52BF81BD1EB1A0A04372471B640676FE2089A9FDEACD51,AC Steckdose Typ 2,22.0,3056301006072A8648CE3D020106052B8104000A0342000427815E110DD0C5FD38DBC81C0C1EA12D6C2F4562B63DF65A0491E1EA9C4F7510514F98DC6D40F3C5880B93C823BEF91B856BFA1CA6605C28881E4427894E2262,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24065,EnBW mobility+ AG und Co.KG ,Centroallee,262,,46047,Oberhausen,Nordrhein-Westfalen,Kreisfreie Stadt Oberhausen,51.489022,6.883733,2020-05-11 00:00:00,315,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24066,EnBW mobility+ AG und Co.KG ,Essener Str.,345,,46047,Oberhausen,Nordrhein-Westfalen,Kreisfreie Stadt Oberhausen,54.2852,6.5339,2021-02-26 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24134,EnBW mobility+ AG und Co.KG ,Lindnerstr,137,,46149,Oberhausen,Nordrhein-Westfalen,Kreisfreie Stadt Oberhausen,51.491804,6.83802,2021-09-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24135,EnBW mobility+ AG und Co.KG ,Lindnerstr. ,137,,46149,Oberhausen,Nordrhein-Westfalen,Kreisfreie Stadt Oberhausen,51.492863,6.83739,2021-12-15 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24136,EnBW mobility+ AG und Co.KG ,Lindnerstr. ,137,,46149,Oberhausen,Nordrhein-Westfalen,Kreisfreie Stadt Oberhausen,51.492863,6.83739,2021-12-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24137,EnBW mobility+ AG und Co.KG ,Lindnerstr. ,137,,46149,Oberhausen,Nordrhein-Westfalen,Kreisfreie Stadt Oberhausen,51.492863,6.83739,2021-08-23 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24189,IONITY GmbH,Ohligser Heide Ost,0,,42697,Solingen,Nordrhein-Westfalen,Kreisfreie Stadt Solingen,51.157162,6.963942,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24190,IONITY GmbH,Ohligser Heide Ost,0,,42697,Solingen,Nordrhein-Westfalen,Kreisfreie Stadt Solingen,51.157162,6.963942,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24191,IONITY GmbH,Ohligser Heide Ost,0,,42697,Solingen,Nordrhein-Westfalen,Kreisfreie Stadt Solingen,51.157162,6.963942,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24192,IONITY GmbH,Ohligser Heide Ost,0,,42697,Solingen,Nordrhein-Westfalen,Kreisfreie Stadt Solingen,51.157162,6.963942,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24193,IONITY GmbH,Ohligser Heide West,0,,42697,Solingen,Nordrhein-Westfalen,Kreisfreie Stadt Solingen,51.157481,6.962202,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24194,IONITY GmbH,Ohligser Heide West,0,,42697,Solingen,Nordrhein-Westfalen,Kreisfreie Stadt Solingen,51.157481,6.962202,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24195,IONITY GmbH,Ohligser Heide West,0,,42697,Solingen,Nordrhein-Westfalen,Kreisfreie Stadt Solingen,51.157481,6.962202,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24196,IONITY GmbH,Ohligser Heide West,0,,42697,Solingen,Nordrhein-Westfalen,Kreisfreie Stadt Solingen,51.157481,6.962202,2019-07-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24221,EnBW mobility+ AG und Co.KG ,Uellendahler Str. ,212,,42109,Wuppertal,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal,51.275373,7.15326,2021-09-15 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24222,EnBW mobility+ AG und Co.KG ,Uellendahler Str. ,212-226,,42109,Wuppertal,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal,51.275373,7.15326,2021-07-26 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24226,BP Europa SE,Nevigeser Straße,31,,42113,Wuppertal,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal,51.268683246368,7.126743784654,2020-12-10 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24227,BP Europa SE,Nevigeser Straße,31,,42113,Wuppertal,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal,51.268683246368,7.126743784654,2020-12-10 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24251,Pfalzwerke AG,Oberbergische Straße,0,,42285,Wuppertal,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal,51.244129,7.189583,2022-01-13 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24263,EnBW mobility+ AG und Co.KG ,Autobahnraststätte Ehrenberg West,0,BAB1,42389,Wuppertal,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal,51.265614,7.245308,2019-11-05 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24264,EnBW mobility+ AG und Co.KG ,Dahlerstr.,34,,42389,Wuppertal,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal,51.279272,7.238478,2020-06-30 00:00:00,315,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24267,EnBW mobility+ AG und Co.KG ,Schützenstr.,27,,42881,Wuppertal,Nordrhein-Westfalen,Kreisfreie Stadt Wuppertal,51.279275,7.18575833,2020-12-16 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24270,EnBW mobility+ AG und Co.KG ,Stephan-Cosacchi-Platz,5,,67227,Frankenthal,Rheinland-Pfalz,Kreisfreie Stadt Frankenthal (Pfalz),49.5301042,8.3522214,2020-04-15 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24289,Pfalzwerke AG,Mainzer Str.,33,,67657,Kaiserslautern,Rheinland-Pfalz,Kreisfreie Stadt Kaiserslautern,49.449924,7.779875,2021-07-09 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24290,Pfalzwerke AG,Mainzer Str.,33,,67657,Kaiserslautern,Rheinland-Pfalz,Kreisfreie Stadt Kaiserslautern,49.449943,7.779816,2021-07-09 00:00:00,150,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,,,,,,,,150.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24323,Citywatt GmbH,August-Thyssen-Straße,6,,56070,Koblenz,Rheinland-Pfalz,Kreisfreie Stadt Koblenz,50.388834864658,7.557075619698,2021-11-12 00:00:00,300,Schnellladeeinrichtung,3,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A034200047D7C8AE982F9EC23548524841847E19B2C7BDC1A1621E1904C27A95E53976DAD0059127E6CA2EDA8D56B5D9DEC1FCCFA4E0999C93896EDD78B2167E4DF3452AD,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004FCD15836B16BAAFBC2D92877C2422F140E2325D165A72E24443B36AF3BCDA6E85A6CA5F33F5F73919D8086446218EE13E6828D8A40CFBBEA372E4B59DD00AC52,AC Steckdose Typ 2,22.0,3056301006072A8648CE3D020106052B8104000A03420004CCA9079F8CFBFC6C75169873FC516C7F0CACEEE9DC3EE968E40B6B1A020680323A893D9987995CEF0E771844B33F625F3CD5F90610F7F26C535F238FE3369E1B,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24324,Citywatt GmbH,August-Thyssen-Straße,6,,56070,Koblenz,Rheinland-Pfalz,Kreisfreie Stadt Koblenz,50.388872486999,7.557000517845,2021-11-12 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004A62E4DDAE4C1D2093C6BDA0D0D06A1850304E5D0A42D6C768264E026624073EE2FDD11F16876D68145398F7670640572F92B7E0374E6B07F542EEACE8BD6A8CF,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A034200046C7978D69BB790A9244F5588B60C81F6E67A145DBC170179B0D089BCCE9D3126FAE237562EA4CF16F514AA7903418DCCB03D5342297DE848D7AE2595E57A29BC,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24325,Citywatt GmbH,August-Thyssen-Straße,6,,56070,Koblenz,Rheinland-Pfalz,Kreisfreie Stadt Koblenz,50.388947731591,7.556989789009,2021-11-12 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004F88D0627252676D46EBAD0922FD365F3FF6F47CA2C6DB02E857A921332E11F8531FA02C1CBB9A6D46D3A2D304A08518D0515711F112DD4B36CA5AF2A68F5F530,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A034200044AAD9391E1EC9B09DD4AFD814BD2C507CF9ADFD92C2D77B08090622AE1432092E579728158158DDEB55E6919A9EAD256339841B6AFA1BDB3C755BE8CE4F9F752,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24326,Citywatt GmbH,August-Thyssen-Straße,6,,56070,Koblenz,Rheinland-Pfalz,Kreisfreie Stadt Koblenz,50.388930630557,7.55707025528,2021-11-12 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A034200044F7D8089F8FD3F5B02F04326F0AB60F105B87353AB0D6CFA4FD4A75C239CEEAB05854EDDF7DE2347E22CEFEF76AC932F3F934519F4AB9DC2D15D89B63AB50ED4,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004F4EBD4546D658CE9542FB2930D5209FB0737BE81B2E3F1D2A0CCDE9B25ABA34F49BACB3A258D522FEFF1C4D9E6E00009B9A2B3B6F829D71FBFCC9DB6CF891511,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24327,Citywatt GmbH,August-Thyssen-Straße,6,,56070,Koblenz,Rheinland-Pfalz,Kreisfreie Stadt Koblenz,50.388882747632,7.556936144829,2021-12-17 00:00:00,300,Schnellladeeinrichtung,3,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A034200045331C81866B24CA51C04871334081A22CFF3416137D091B8E432CB7478040153958DC0B27DD056E0F86FF5F03B94518F4F48A7E272D83CFD72A33CD69C2EB994,DC Kupplung Combo,300.0,3056301006072A8648CE3D020106052B8104000A03420004506E13753AE8ACCDADBD69A00FC4ADE919E997E7589010F6137E4144233522DCB60948AC739AC359F12310D5C3DCC4060C4E37969C781544760C8917416979EC,AC Steckdose Typ 2,22.0,3056301006072A8648CE3D020106052B8104000A03420004CD10AF348EEE0B83022F351FC8C75C27F9DB1CC5B9C78115556EA6465565105416996CA813E64585D5B50079A5B1BFD79E9B244F741DDB93747647849DA0CAE6,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
