,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Anschlussleistung,Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Max,amenity=restaurant,amenity=place_of_worship,amenity=cafe,amenity=fast_food,amenity=vending_machine,amenity=bar,amenity=library,amenity=marketplace,amenity=theatre,amenity=ice_cream,amenity=cinema,amenity=bbq,amenity=arts_centre,amenity=nightclub,amenity=public_bookcase,amenity=internet_cafe,amenity=food_court,amenity=biergarten,amenity=brothel,amenity=pub,museum,tourism
18443,EnBW mobility+ AG und Co.KG ,Raststätte Wülferode West,0,BAB7,30539,Hannover,Niedersachsen,Landkreis Region Hannover,52.338367,9.8655848,2021-01-01 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18500,EWE Go GmbH,Varrelheide,188,,30657,Hannover,Niedersachsen,Landkreis Region Hannover,52.42609028766,9.826328473039,2021-07-13 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18508,EnBW mobility+ AG und Co.KG ,Westfalenstr. ,40-44,,30853,Langenhagen,Niedersachsen,Landkreis Region Hannover,52.44352,9.7226936,2021-10-05 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18513,Comfortcharge GmbH,Veilchenstr,6,,30853,Langenhagen,Niedersachsen,Landkreis Region Hannover,52.44507,9.73178,2020-05-12 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18517,Comfortcharge GmbH,Alt Godshorn,122,,30855,Langenhagen,Niedersachsen,Landkreis Region Hannover,52.43943,9.69739,2020-05-12 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18537,EWE Go GmbH,Kronskamp,1,,30890,Barsinghausen,Niedersachsen,Landkreis Region Hannover,52.333716497393,9.413496851921,2021-01-12 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18538,TotalEnergies Marketing Deutschland GmbH,Autohof Kronskamp,3,,30890,Barsinghausen,Niedersachsen,Landkreis Region Hannover,52.333274,9.414706,2020-05-29 00:00:00,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175.0,,,,,,,,,,,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18539,TotalEnergies Marketing Deutschland GmbH,Autohof Kronskamp,3,,30890,Barsinghausen,Niedersachsen,Landkreis Region Hannover,52.333274,9.414706,2020-05-29 00:00:00,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175.0,,,,,,,,,,,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18540,TotalEnergies Marketing Deutschland GmbH,Autohof Kronskamp,3,,30890,Barsinghausen,Niedersachsen,Landkreis Region Hannover,52.333274,9.414706,2020-05-29 00:00:00,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175.0,,,,,,,,,,,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18544,Comfortcharge GmbH,Eitzer Föhre,1,,30900,Wedemark,Niedersachsen,Landkreis Region Hannover,52.54784,9.74534,2019-07-31 00:00:00,150,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18545,Shell Deutschland GmbH,Hessenweg,2,,30900,Wedemark,Niedersachsen,Landkreis Region Hannover,52.553111,9.776565,2021-09-22 00:00:00,700,Schnellladeeinrichtung,4,"DC Kupplung Combo, DC CHAdeMO",175.0,,"DC Kupplung Combo, DC CHAdeMO",175.0,,"DC Kupplung Combo, DC CHAdeMO",175.0,,"DC Kupplung Combo, DC CHAdeMO",175,,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18549,Comfortcharge GmbH,Opelstr,4,,30916,Isernhagen,Niedersachsen,Landkreis Region Hannover,52.423873,9.838799,2021-03-01 00:00:00,150,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,22.0,,,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18580,IONITY GmbH,Lehrter See Nord,0,,31275,Lehrte,Niedersachsen,Landkreis Region Hannover,52.388673,9.996842,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18581,IONITY GmbH,Lehrter See Nord,0,,31275,Lehrte,Niedersachsen,Landkreis Region Hannover,52.388673,9.996842,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18582,IONITY GmbH,Lehrter See Nord,0,,31275,Lehrte,Niedersachsen,Landkreis Region Hannover,52.388673,9.996842,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18583,IONITY GmbH,Lehrter See Nord,0,,31275,Lehrte,Niedersachsen,Landkreis Region Hannover,52.388673,9.996842,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18584,IONITY GmbH,Lehrter See Süd,0,,31275,Lehrte,Niedersachsen,Landkreis Region Hannover,52.387221,9.999382,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18585,IONITY GmbH,Lehrter See Süd,0,,31275,Lehrte,Niedersachsen,Landkreis Region Hannover,52.387221,9.999382,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18586,IONITY GmbH,Lehrter See Süd,0,,31275,Lehrte,Niedersachsen,Landkreis Region Hannover,52.387221,9.999382,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18587,IONITY GmbH,Lehrter See Süd,0,,31275,Lehrte,Niedersachsen,Landkreis Region Hannover,52.387221,9.999382,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18624,BP Europa SE,Kolenfelder Str.,67b,,31515,Wunstorf,Niedersachsen,Landkreis Region Hannover,52.41697,9.44835,2021-10-28 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18625,BP Europa SE,Kolenfelder Str.,67b,,31515,Wunstorf,Niedersachsen,Landkreis Region Hannover,52.4169,9.4483,2021-11-28 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18626,EWE Go GmbH,An der Nonnenwiese,1a,,31515,Wunstorf,Niedersachsen,Landkreis Region Hannover,52.428329311682,9.41654920578,2021-09-21 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18663,Comfortcharge GmbH,Philipp-Reis-Str,4-6,,31832,Springe,Niedersachsen,Landkreis Region Hannover,52.21775,9.56714,2020-02-10 00:00:00,150,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18698,IONITY GmbH,Ostetal Nord,0,,27419,Tiste,Niedersachsen,Landkreis Rotenburg (Wümme),53.299981,9.532557,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18699,IONITY GmbH,Ostetal Nord,0,,27419,Tiste,Niedersachsen,Landkreis Rotenburg (Wümme),53.299981,9.532557,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18700,IONITY GmbH,Ostetal Nord,0,,27419,Tiste,Niedersachsen,Landkreis Rotenburg (Wümme),53.299981,9.532557,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18701,IONITY GmbH,Ostetal Nord,0,,27419,Tiste,Niedersachsen,Landkreis Rotenburg (Wümme),53.299981,9.532557,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18702,IONITY GmbH,Ostetal Süd,0,,27419,Tiste,Niedersachsen,Landkreis Rotenburg (Wümme),53.299087,9.53517,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18703,IONITY GmbH,Ostetal Süd,0,,27419,Tiste,Niedersachsen,Landkreis Rotenburg (Wümme),53.299087,9.53517,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18704,IONITY GmbH,Ostetal Süd,0,,27419,Tiste,Niedersachsen,Landkreis Rotenburg (Wümme),53.299087,9.53517,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18705,IONITY GmbH,Ostetal Süd,0,,27419,Tiste,Niedersachsen,Landkreis Rotenburg (Wümme),53.299087,9.53517,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18722,EnBW mobility+ AG und Co.KG ,Bückethaler Straße ,2,,31542,Bad Nenndorf,Niedersachsen,Landkreis Schaumburg,52.33473,9.40125,2021-10-19 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18723,EnBW mobility+ AG und Co.KG ,Bückethaler Straße ,2,,31542,Bad Nenndorf,Niedersachsen,Landkreis Schaumburg,52.33473,9.40125,2021-10-19 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18731,EnBW mobility+ AG und Co.KG ,Vornhäger Straße,63,,31655,Stadthagen,Niedersachsen,Landkreis Schaumburg,52.32914,9.22471,2019-06-25 00:00:00,100,Schnellladeeinrichtung,2,DC Kupplung Combo,100.0,,DC Kupplung Combo,100.0,,,,,,,,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
18732,EnBW mobility+ AG und Co.KG ,Vornhäger Straße,63,,31655,Stadthagen,Niedersachsen,Landkreis Schaumburg,52.32914,9.22471,2019-06-25 00:00:00,100,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",100.0,,AC Steckdose Typ 2,22.0,,,,,,,,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
18733,Comfortcharge GmbH,Bahnhofstraße,15b,,31655,Stadthagen,Niedersachsen,Landkreis Schaumburg,52.32591,9.19949,2020-03-19 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18742,EWE Go GmbH,Kreuzbreite,21,,31675,Bückeburg,Niedersachsen,Landkreis Schaumburg,52.2656196658638,9.07126843929291,2022-02-14 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18769,Comfortcharge GmbH,Bahnhofsallee,3,,31737,Rinteln,Niedersachsen,Landkreis Schaumburg,52.19761,9.07968,2020-02-05 00:00:00,150,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18774,IONITY GmbH,Auetal Nord,0,,31749,Auetal,Niedersachsen,Landkreis Schaumburg,52.223649,9.222077,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18775,IONITY GmbH,Auetal Nord,0,,31749,Auetal,Niedersachsen,Landkreis Schaumburg,52.223649,9.222077,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18776,IONITY GmbH,Auetal Nord,0,,31749,Auetal,Niedersachsen,Landkreis Schaumburg,52.223649,9.222077,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18777,IONITY GmbH,Auetal Nord,0,,31749,Auetal,Niedersachsen,Landkreis Schaumburg,52.223649,9.222077,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18778,IONITY GmbH,Auetal Süd,0,,31749,Auetal,Niedersachsen,Landkreis Schaumburg,52.226613,9.232202,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18779,IONITY GmbH,Auetal Süd,0,,31749,Auetal,Niedersachsen,Landkreis Schaumburg,52.226613,9.232202,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18780,IONITY GmbH,Auetal Süd,0,,31749,Auetal,Niedersachsen,Landkreis Schaumburg,52.226613,9.232202,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18781,IONITY GmbH,Auetal Süd,0,,31749,Auetal,Niedersachsen,Landkreis Schaumburg,52.226613,9.232202,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18782,Allego GmbH,Hanomagstraße,2,,31867,Lauenau,Niedersachsen,Landkreis Schaumburg,52.278757,9.350637,2021-05-21 13:33:18,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
18783,Allego GmbH,Hanomagstraße,2,,31867,Lauenau,Niedersachsen,Landkreis Schaumburg,52.278757,9.350637,2021-05-21 13:33:48,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
18784,Allego GmbH,Hanomagstraße,2,,31867,Lauenau,Niedersachsen,Landkreis Schaumburg,52.278757,9.350637,2021-05-25 08:22:26,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
18804,EWE Go GmbH,Harburger Straße,184,,21680,Stade,Niedersachsen,Landkreis Stade,53.58197807148,9.500525512693,2021-10-20 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18807,EnBW mobility+ AG und Co.KG ,Freiburger Str.,64,,21682,Stade,Niedersachsen,Landkreis Stade,53.609385,9.479149,2021-05-05 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18816,Stadtwerke Stade GmbH,Bremervörder Straße,150,,21682,Stade,Niedersachsen,Landkreis Stade,53.59,9.43,2021-03-16 00:00:00,200,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,75.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18851,Stadtwerke Uelzen GmbH,Zum neuen Gehege,3,,29525,Uelzen / OT Molzen,Niedersachsen,Landkreis Uelzen,53.00527,10.603446,2019-01-10 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18852,Stadtwerke Uelzen GmbH,Klosterstraße,0,,29525,Uelzen / OT Oldenstadt,Niedersachsen,Landkreis Uelzen,52.972805,10.589764,2019-01-10 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18853,Stadtwerke Uelzen GmbH,Eichelberg,0,,29525,Uelzen / OT Gr. Liedern,Niedersachsen,Landkreis Uelzen,52.956045,10.60272,2019-01-10 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18854,Stadtwerke Uelzen GmbH,Holdenstedter Str.,64,,29525,Uelzen / Holdenstedt,Niedersachsen,Landkreis Uelzen,52.926834,10.52761,2019-01-10 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18855,Stadtwerke Uelzen GmbH,Am Stadtgut,0,,29525,Uelzen,Niedersachsen,Landkreis Uelzen,52.972334,10.543573,2019-01-10 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18856,Stadtwerke Uelzen GmbH,Am Taternhof,0,,29525,Uelzen,Niedersachsen,Landkreis Uelzen,52.96749,10.56183,2019-01-10 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18857,Stadtwerke Uelzen GmbH,Hambrocker Str.,0,,29525,Uelzen,Niedersachsen,Landkreis Uelzen,52.963842,10.566893,2019-01-10 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18858,Stadtwerke Uelzen GmbH,Veerßer Str.,77,,29525,Uelzen,Niedersachsen,Landkreis Uelzen,52.959209,10.553372,2019-01-10 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18859,Stadtwerke Uelzen GmbH,Ludwig - Erhard - Str.,4,,29525,Uelzen,Niedersachsen,Landkreis Uelzen,52.995909,10.5393,2019-02-15 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18860,Stadtwerke Uelzen GmbH,Fischerhofstr.,0,,29525,Uelzen,Niedersachsen,Landkreis Uelzen,52.98643,10.544394,2019-02-15 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Kupplung Typ 2,43.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18872,BP Europa SE,Osloer Straße,1,,49377,Vechta,Niedersachsen,Landkreis Vechta,52.731221,8.26478,2021-11-13 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18873,BP Europa SE,Osloer Straße,1,,49377,Vechta,Niedersachsen,Landkreis Vechta,52.731221,8.26478,2021-11-13 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18915,Feldhaus Energie GmbH & Co. KG,Visbecker Damm,1,,49429,Visbeck,Niedersachsen,Landkreis Vechta,52.82659,8.303935,2022-01-01 00:00:00,160,Schnellladeeinrichtung,3,DC Kupplung Combo,160.0,,AC Steckdose Typ 2,22.0,,DC Kupplung Combo,160.0,,,,,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18917,BP Europa SE,Hörster Heide,2,,49434,Neuenkirchen-Vörden,Niedersachsen,Landkreis Vechta,52.491549239203,8.07856286475,2020-12-18 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18918,BP Europa SE,Hörster Heide,2,,49434,Neuenkirchen-Vörden,Niedersachsen,Landkreis Vechta,52.491549239203,8.07856286475,2020-12-18 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18921,IONITY GmbH,Dammer Berge Ost,0,,49451,Holdorf,Niedersachsen,Landkreis Vechta,52.539679,8.114714,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18922,IONITY GmbH,Dammer Berge Ost,0,,49451,Holdorf,Niedersachsen,Landkreis Vechta,52.539679,8.114714,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18923,IONITY GmbH,Dammer Berge Ost,0,,49451,Holdorf,Niedersachsen,Landkreis Vechta,52.539679,8.114714,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18924,IONITY GmbH,Dammer Berge Ost,0,,49451,Holdorf,Niedersachsen,Landkreis Vechta,52.539679,8.114714,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18925,IONITY GmbH,Dammer Berge West,0,,49451,Holdorf,Niedersachsen,Landkreis Vechta,52.542307,8.113107,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
